# Pathway	CSM5MCUC_P_Abundance
UNMAPPED	1009735.2252464184
UNINTEGRATED	1259219.9222951557
UNINTEGRATED|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	88603.4636150088
UNINTEGRATED|g__Bacteroides.s__Bacteroides_vulgatus	87242.1368100995
UNINTEGRATED|g__Bacteroides.s__Bacteroides_ovatus	71381.2839187846
UNINTEGRATED|g__Bacteroides.s__Bacteroides_uniformis	39650.6704529597
UNINTEGRATED|g__Parabacteroides.s__Parabacteroides_distasonis	35452.6921162868
UNINTEGRATED|g__Parabacteroides.s__Parabacteroides_merdae	31199.1095561224
UNINTEGRATED|g__Bacteroides.s__Bacteroides_caccae	23653.0792603789
UNINTEGRATED|g__Alistipes.s__Alistipes_putredinis	19051.3631314401
UNINTEGRATED|g__Burkholderiales_noname.s__Burkholderiales_bacterium_1_1_47	14907.6959553219
UNINTEGRATED|g__Bacteroides.s__Bacteroides_dorei	4503.6590893496
UNINTEGRATED|g__Akkermansia.s__Akkermansia_muciniphila	3805.2241485624
UNINTEGRATED|g__Bacteroides.s__Bacteroides_cellulosilyticus	2535.3358186149
PWY-7219: adenosine ribonucleotides de novo biosynthesis	341.0669297842
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Parabacteroides.s__Parabacteroides_distasonis	61.9030113542
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	47.2382001665
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_ovatus	26.2088011860
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_caccae	17.6969913862
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	11.2559949251
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Burkholderiales_noname.s__Burkholderiales_bacterium_1_1_47	9.3554712476
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	3.0119904310
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_dorei	2.8795247651
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_cellulosilyticus	1.3151295867
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)	284.7208718274
PWY-1042: glycolysis IV (plant cytosol)	260.4900900625
PWY-1042: glycolysis IV (plant cytosol)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	28.8393127708
PWY66-400: glycolysis VI (metazoan)	247.6165542378
PWY-5667: CDP-diacylglycerol biosynthesis I	192.8086057807
PWY0-1319: CDP-diacylglycerol biosynthesis II	192.8086057807
GLUCONEO-PWY: gluconeogenesis I	190.2867570482
PWY66-399: gluconeogenesis III	186.3761295324
NONMEVIPP-PWY: methylerythritol phosphate pathway I	179.3727694853
PWY-7221: guanosine ribonucleotides de novo biosynthesis	141.1399046210
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	24.7658042578
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Burkholderiales_noname.s__Burkholderiales_bacterium_1_1_47	24.2134705389
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Alistipes.s__Alistipes_putredinis	16.0124784140
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	13.0556109379
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_ovatus	10.6518240016
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Akkermansia.s__Akkermansia_muciniphila	7.8537095885
PWY-5484: glycolysis II (from fructose 6-phosphate)	129.6225438787
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)	128.7735899928
PWY-5973: cis-vaccenate biosynthesis	126.9821312168
PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation	122.4663247921
PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation|g__Parabacteroides.s__Parabacteroides_distasonis	2.8478948555
