# Pathway	CSM5MCUW_P_Abundance
UNMAPPED	683444.8903146820
UNINTEGRATED	1887620.4888379234
UNINTEGRATED|unclassified	324594.5956850742
UNINTEGRATED|g__Bacteroides.s__Bacteroides_uniformis	157364.4234405802
UNINTEGRATED|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	106246.0300894824
UNINTEGRATED|g__Bacteroides.s__Bacteroides_stercoris	70020.6168730028
UNINTEGRATED|g__Bacteroides.s__Bacteroides_vulgatus	58258.0874177623
UNINTEGRATED|g__Parabacteroides.s__Parabacteroides_merdae	42188.2774125849
UNINTEGRATED|g__Parasutterella.s__Parasutterella_excrementihominis	37454.2099720726
UNINTEGRATED|g__Parabacteroides.s__Parabacteroides_distasonis	30487.1290206469
UNINTEGRATED|g__Alistipes.s__Alistipes_onderdonkii	28683.2934674711
UNINTEGRATED|g__Burkholderiales_noname.s__Burkholderiales_bacterium_1_1_47	21542.2029033248
UNINTEGRATED|g__Flavonifractor.s__Flavonifractor_plautii	20595.5664799722
UNINTEGRATED|g__Bacteroides.s__Bacteroides_sp_9_1_42FAA	19389.3786813234
UNINTEGRATED|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_7_1_58FAA	19002.5415692567
UNINTEGRATED|g__Bacteroides.s__Bacteroides_thetaiotaomicron	17171.3245980568
UNINTEGRATED|g__Ruminococcaceae_noname.s__Ruminococcaceae_bacterium_D16	3751.6995569689
UNINTEGRATED|g__Bacteroides.s__Bacteroides_faecis	2722.1566818151
PWY-7219: adenosine ribonucleotides de novo biosynthesis	1498.1116022965
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	183.6980713766
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_thetaiotaomicron	75.6751284250
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	72.3459023885
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Parabacteroides.s__Parabacteroides_merdae	51.0108526572
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Alistipes.s__Alistipes_onderdonkii	38.4049621200
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_7_1_58FAA	31.7784569596
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	30.9563296617
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Flavonifractor.s__Flavonifractor_plautii	28.1803004231
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_stercoris	13.6771065590
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Ruminococcaceae_noname.s__Ruminococcaceae_bacterium_D16	12.0281462912
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Parasutterella.s__Parasutterella_excrementihominis	11.2718527964
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Burkholderiales_noname.s__Burkholderiales_bacterium_1_1_47	9.4107640197
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_faecis	7.7948466172
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_sp_9_1_42FAA	4.8221057818
