# Pathway	MSM5LLGD_P_Abundance
UNMAPPED	675270.0850015552
UNINTEGRATED	1775591.6600249810
UNINTEGRATED|g__Roseburia.s__Roseburia_intestinalis	863973.2522678827
UNINTEGRATED|unclassified	605444.1441268144
UNINTEGRATED|g__Blautia.s__Ruminococcus_torques	74827.7626677356
UNINTEGRATED|g__Bifidobacterium.s__Bifidobacterium_longum	54674.5080886108
UNINTEGRATED|g__Clostridium.s__Clostridium_clostridioforme	4073.4016737693
UNINTEGRATED|g__Ruminococcus.s__Ruminococcus_lactaris	1587.4283771741
UNINTEGRATED|g__Flavonifractor.s__Flavonifractor_plautii	1318.5070505595
UNINTEGRATED|g__Eubacterium.s__Eubacterium_eligens	1113.1211107034
UNINTEGRATED|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	416.0936588861
PWY-7219: adenosine ribonucleotides de novo biosynthesis	5028.9358004022
PWY-7219: adenosine ribonucleotides de novo biosynthesis|unclassified	3188.4944452978
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Roseburia.s__Roseburia_intestinalis	1832.5553795464
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Blautia.s__Ruminococcus_torques	50.8617854652
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bifidobacterium.s__Bifidobacterium_longum	28.9790744893
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Flavonifractor.s__Flavonifractor_plautii	3.1763257187
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Clostridium.s__Clostridium_clostridioforme	2.9793214435
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Ruminococcus.s__Ruminococcus_lactaris	1.5775243804
PWY-1042: glycolysis IV (plant cytosol)	3885.1090977126
PWY-1042: glycolysis IV (plant cytosol)|unclassified	2710.5245383105
PWY-5100: pyruvate fermentation to acetate and lactate II	3366.7074190756
PWY-5100: pyruvate fermentation to acetate and lactate II|unclassified	863.5151934767
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Roseburia.s__Roseburia_intestinalis	285.3948251523
PWY-5100: pyruvate fermentation to acetate and lactate II|g__Blautia.s__Ruminococcus_torques	9.3917639760
PWY-7221: guanosine ribonucleotides de novo biosynthesis	3247.8922040457
PWY-7221: guanosine ribonucleotides de novo biosynthesis|unclassified	2198.5566845804
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Roseburia.s__Roseburia_intestinalis	972.2666208264
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bifidobacterium.s__Bifidobacterium_longum	26.6826920001
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Eubacterium.s__Eubacterium_eligens	2.1203470252
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)	3213.8311972837
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|unclassified	840.5944881558
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Bifidobacterium.s__Bifidobacterium_longum	58.2981198396
VALSYN-PWY: L-valine biosynthesis	3213.8311972837
VALSYN-PWY: L-valine biosynthesis|unclassified	840.5944881558
VALSYN-PWY: L-valine biosynthesis|g__Roseburia.s__Roseburia_intestinalis	476.0286173564
VALSYN-PWY: L-valine biosynthesis|g__Bifidobacterium.s__Bifidobacterium_longum	58.2981198396
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)	3171.7494596685
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Roseburia.s__Roseburia_intestinalis	1494.4134147879
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|unclassified	313.2538527021
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	3154.8531373120
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|unclassified	1838.8958787864
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Roseburia.s__Roseburia_intestinalis	1290.3754809576
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Bifidobacterium.s__Bifidobacterium_longum	20.0185239205
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis	3154.8531373120
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|unclassified	1838.8958787864
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Roseburia.s__Roseburia_intestinalis	1290.3754809576
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Bifidobacterium.s__Bifidobacterium_longum	20.0185239205
PWY-6737: starch degradation V	2649.2449383650
PWY-6737: starch degradation V|g__Roseburia.s__Roseburia_intestinalis	1691.2567831107
PWY-6737: starch degradation V|unclassified	710.5923755124
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)	2539.9179483735
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|unclassified	343.3651364715
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I	2342.8552382100
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|unclassified	1555.0991885820
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Roseburia.s__Roseburia_intestinalis	727.6595027069
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Bifidobacterium.s__Bifidobacterium_longum	9.4806670698
PWY-5659: GDP-mannose biosynthesis	2200.2202941969
PWY-5659: GDP-mannose biosynthesis|g__Roseburia.s__Roseburia_intestinalis	1518.7135067350
PWY-5659: GDP-mannose biosynthesis|unclassified	263.7224899838
PWY-5659: GDP-mannose biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	3.1818938514
CALVIN-PWY: Calvin-Benson-Bassham cycle	2135.1184589875
CALVIN-PWY: Calvin-Benson-Bassham cycle|unclassified	1134.8189299009
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)	1987.0658550654
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Roseburia.s__Roseburia_intestinalis	983.8619246766
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|unclassified	483.0293699812
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis	1888.9827195934
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|unclassified	431.9975117479
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Bifidobacterium.s__Bifidobacterium_longum	38.8963557502
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)	1862.9102964493
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)|unclassified	568.4381802141
PWY66-400: glycolysis VI (metazoan)	1797.0082493159
PWY66-400: glycolysis VI (metazoan)|unclassified	389.5246922364
PWY-5686: UMP biosynthesis	1693.7442244990
PWY-5686: UMP biosynthesis|unclassified	1085.6956544831
PWY-5686: UMP biosynthesis|g__Bifidobacterium.s__Bifidobacterium_longum	24.0744180550
PWY-5103: L-isoleucine biosynthesis III	1681.8534948375
PWY-5103: L-isoleucine biosynthesis III|unclassified	408.3072711171
